'Name'; 'Calls'; 'Time Per Call'; 'Time Total'
'Util/lib/Typeset.get_lvl'; 14; 0,0000; 0,0000
'Back/lib/Syntax.expr_abs'; 13; 0,0000; 0,0000
'Util/lib/Env.lookup'; 1; 0,0000; 0,0000
'Util/lib/Typeset.seq'; 14; 0,0000; 0,0000
'Util/lib/AVL.local_rebalance'; 2; 0,0000; 0,0000
'Util/lib/Typeset.set_lvl'; 94; 0,0000; 0,0000
'Util/lib/AVL.make_null'; 12; 0,0000; 0,0000
'Back/lib/Syntax.poly_arrow'; 13; 0,0000; 0,0000
'Util/lib/AVL.get_height'; 13; 0,0000; 0,0000
'Util/lib/Typeset.line'; 10; 0,0000; 0,0000
'Util/lib/Extra.identity'; 14; 0,0000; 0,0000
'Util/lib/Env.lookup'; 1; 0,0000; 0,0000
'Util/lib/Typeset.set_head'; 62; 0,0000; 0,0000
'Back/lib/Syntax.stmt_equal'; 2; 0,0000; 0,0000
'Util/lib/Typeset.set_break'; 34; 0,0000; 0,0000
'Back/lib/Syntax.stmt_equal'; 2; 0,0000; 0,0000
'load(back/test/Mono)'; 1; 0,0000; 0,0000
'Util/lib/Typeset.get_lvl'; 115; 0,0000; 0,0000
'Util/lib/Order.int_compare'; 7; 0,0000; 0,0000
'Back/lib/Syntax.expr_abs'; 12; 0,0000; 0,0000
'Back/lib/Naming.sample'; 6; 0,0000; 0,0000
'Back/lib/Syntax.stmt_expr'; 12; 0,0000; 0,0000
'Util/lib/Extra.identity'; 10; 0,0000; 0,0000
'Back/test/Poly.arbitrary_poly'; 1; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 10; 0,0000; 0,0000
'Back/lib/Naming.sample'; 6; 0,0000; 0,0000
'Back/lib/Naming.make_ctx'; 1; 0,0000; 0,0000
'Back/lib/Syntax.stmt_expr'; 4; 0,0000; 0,0000
'Util/lib/AVL.get_height'; 9; 0,0000; 0,0000
'Back/test/Mono.proper_simple_mono_var'; 4; 0,0000; 0,0000
'Back/lib/Syntax.stmt_expr'; 9; 0,0000; 0,0000
'Back/lib/Naming.suffix'; 2; 0,0000; 0,0000
'Back/lib/Syntax.stmt_defn'; 5; 0,0000; 0,0000
'Back/lib/Syntax.stmt_equal'; 1; 0,0000; 0,0000
'Back/lib/Syntax.expr_abs'; 10; 0,0000; 0,0000
'Util/lib/Extra.compose'; 1; 0,0000; 0,0000
'Back/lib/Print._pass'; 2; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 4; 0,0000; 0,0000
'Back/lib/Syntax.stmt_decl'; 3; 0,0000; 0,0000
'Back/test/Mono.proper_simple_mono_equal'; 6; 0,0000; 0,0000
'Util/lib/Typeset.make_node'; 8; 0,0000; 0,0000
'Util/lib/Typeset.grp'; 9; 0,0000; 0,0000
'Back/lib/Syntax.expr_app'; 11; 0,0000; 0,0000
'Util/lib/Extra.List.cons'; 6; 0,0000; 0,0000
'Util/lib/Extra.List.cons'; 8; 0,0000; 0,0000
'Back/lib/Syntax.expr_abs'; 7; 0,0000; 0,0000
'Back/lib/Naming.sample'; 6; 0,0000; 0,0000
'Util/lib/Map.make_bind'; 7; 0,0000; 0,0000
'Util/lib/AVL.make_null'; 6; 0,0000; 0,0000
'Back/lib/Syntax.poly_param'; 3; 0,0000; 0,0000
'Util/lib/AVL.get_height'; 8; 0,0000; 0,0000
'Back/lib/Syntax.stmt_decl'; 7; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 5; 0,0000; 0,0000
'Util/lib/Extra.identity'; 7; 0,0000; 0,0000
'Back/lib/Syntax.stmt_defn'; 8; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 6; 0,0000; 0,0000
'Back/lib/Syntax.stmt_defn'; 7; 0,0000; 0,0000
'Back/test/Mono.proper_simple_mono_equal'; 4; 0,0000; 0,0000
'Util/lib/Map.get_key'; 7; 0,0000; 0,0000
'Util/lib/Extra.identity'; 4; 0,0000; 0,0000
'Back/lib/Syntax.poly_arrow'; 2; 0,0000; 0,0000
'Util/lib/Typeset.comp'; 4; 0,0000; 0,0000
'Back/lib/Naming.sample'; 2; 0,0000; 0,0000
'Util/lib/Typeset.get_pos'; 2; 0,0000; 0,0000
'Back/test/Mono.proper_simple_mono_var'; 5; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 3; 0,0000; 0,0000
'Util/lib/Typeset.make_node'; 4; 0,0000; 0,0000
'Util/lib/AVL.get_count'; 6; 0,0000; 0,0000
'Util/lib/Extra.identity'; 4; 0,0000; 0,0000
'Util/lib/AVL.get_height'; 6; 0,0000; 0,0000
'Util/lib/AVL.get_height'; 4; 0,0000; 0,0000
'Util/lib/Map.make_bind'; 3; 0,0000; 0,0000
'load(back/lib/Naming)'; 1; 0,0000; 0,0000
'Back/test/Mono.proper_simple_mono_var'; 2; 0,0000; 0,0000
'Back/lib/Naming.sample'; 4; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 2; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 5; 0,0000; 0,0000
'Util/lib/AVL.get_count'; 4; 0,0000; 0,0000
'Util/lib/Typeset.comp'; 4; 0,0000; 0,0000
'Back/lib/Syntax.stmt_defn'; 4; 0,0000; 0,0000
'Util/lib/Extra.identity'; 5; 0,0000; 0,0000
'Back/test/Expr.gen_typed_expr'; 5; 0,0000; 0,0000
'Util/lib/Typeset.comp'; 2; 0,0000; 0,0000
'Util/lib/AVL.make_node'; 2; 0,0000; 0,0000
'Back/lib/Naming.sample'; 4; 0,0000; 0,0000
'Util/lib/AVL.make_null'; 4; 0,0000; 0,0000
'Back/lib/Syntax.expr_app'; 4; 0,0000; 0,0000
'Util/lib/Env.bind'; 4; 0,0000; 0,0000
'Util/lib/Typeset.make_state'; 3; 0,0000; 0,0000
'Back/lib/Naming.sample'; 2; 0,0000; 0,0000
'Back/lib/Syntax.stmt_expr'; 4; 0,0000; 0,0000
'Util/lib/Extra.identity'; 4; 0,0000; 0,0000
'Util/lib/Typeset.get_pos'; 2; 0,0000; 0,0000
'Util/lib/Typeset.line'; 4; 0,0000; 0,0000
'load(util/lib/Extra)'; 1; 0,0000; 0,0000
'Util/lib/Typeset.make_node'; 4; 0,0000; 0,0000
'Util/lib/Map.get_key'; 2; 0,0000; 0,0000
'Util/lib/Order.int_compare'; 2; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 2; 0,0000; 0,0000
'Util/lib/Typeset.get_pos'; 2; 0,0000; 0,0000
'Util/lib/Extra.identity'; 4; 0,0000; 0,0000
'Back/lib/Syntax.expr_app'; 3; 0,0000; 0,0000
'Back/lib/Syntax.poly_param'; 3; 0,0000; 0,0000
'Back/lib/Syntax.stmt_decl'; 3; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 3; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 3; 0,0000; 0,0000
'Back/lib/Syntax.expr_app'; 2; 0,0000; 0,0000
'Util/lib/Typeset.text'; 4; 0,0000; 0,0000
'Back/lib/Syntax.stmt_decl'; 3; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 2; 0,0000; 0,0000
'Util/lib/Map.make_bind'; 2; 0,0000; 0,0000
'Util/lib/Typeset.make_state'; 2; 0,0000; 0,0000
'Back/lib/Syntax.expr_abs'; 3; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 2; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 2; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 2; 0,0000; 0,0000
'load(back/test/Simple)'; 1; 0,0000; 0,0000
'Util/lib/Extra.identity'; 2; 0,0000; 0,0000
'Util/lib/Env.bind'; 1; 0,0000; 0,0000
'Back/lib/Naming.make_gen'; 2; 0,0000; 0,0000
'Util/lib/Typeset.get_pos'; 1; 0,0000; 0,0000
'Back/lib/Syntax.stmt_decl'; 2; 0,0000; 0,0000
'load(front/lib/Parser)'; 1; 0,0000; 0,0000
'Util/lib/AVL.make_node'; 2; 0,0000; 0,0000
'Back/lib/Syntax.poly_param'; 2; 0,0000; 0,0000
'load(util/lib/Option)'; 1; 0,0000; 0,0000
'Back/lib/Syntax.poly_arrow'; 2; 0,0000; 0,0000
'Back/lib/Syntax.expr_abs'; 1; 0,0000; 0,0000
'Back/lib/Naming.sample'; 2; 0,0000; 0,0000
'Back/lib/Syntax.poly_arrow'; 1; 0,0000; 0,0000
'Util/lib/Typeset.grp'; 2; 0,0000; 0,0000
'Back/lib/Syntax.expr_app'; 1; 0,0000; 0,0000
'Util/lib/Extra.identity'; 1; 0,0000; 0,0000
'load(util/lib/Set)'; 1; 0,0000; 0,0000
'load(front/lib/Lexer)'; 1; 0,0000; 0,0000
'load(front/lib/Interp)'; 1; 0,0000; 0,0000
'Util/lib/Env.bind'; 1; 0,0000; 0,0000
'load(util/lib/Env)'; 1; 0,0000; 0,0000
'Back/test/Expr.gen_typed_stmt'; 1; 0,0000; 0,0000
'load(back/test/Expr)'; 1; 0,0000; 0,0000
'load(util/lib/Map)'; 1; 0,0000; 0,0000
'load(util/lib/AVL)'; 1; 0,0000; 0,0000
'load(back/lib/Context)'; 1; 0,0000; 0,0000
'load(back/lib/Check)'; 1; 0,0000; 0,0000
'load(back/lib/Syntax)'; 1; 0,0000; 0,0000
'load(util/lib/Typeset)'; 1; 0,0000; 0,0000
'load(back/test/Poly)'; 1; 0,0000; 0,0000
'load(back/lib/Print)'; 1; 0,0000; 0,0000
'load(util/lib/Infix)'; 1; 0,0000; 0,0000
'Back/lib/Context.make'; 1; 0,0000; 0,0000
'Back/lib/Syntax.poly_arrow'; 1; 0,0000; 0,0000
'Back/test/Poly.gen_poly'; 1; 0,0000; 0,0000
'load(util/lib/Order)'; 1; 0,0000; 0,0000
'load(util/lib/Result)'; 1; 0,0000; 0,0000
'Back/lib/Syntax.expr_var'; 1; 0,0000; 0,0000

